TimOcurrencia,DesCPOcurrencia,NumEncargos,AccidenteDeFumador,AccidenteDomestico,ActosVandalicos,AsentamientosHundimientos,AveriaDeLaInstalacion,AveriaInternaDelAparato,CaidaDeObjetos,ConsecuenciasDeErrorDeDiseno,Cortocircuito,DanosPorAgua,DefectosDeMateriales,DefectoEstudioGeotecnico,DefectoFalloProyectoCalculo,ElectricidadEstatica,Emboces,Expolacion,CaidaDeRayo,Filtraciones,FugasInstalacionesDeExtincion,GolpeDeAire,GolpeFortuito,GoterasProcedentesDeLocales,Humo,Hurto,IgnicionEspontanea,ImpactoVehiculos,IncendiosDeOrigenElectrico,IntentoDeRobo,InundacionDesbordamientoDesviacion,LlamasAbiertas,Lluvia,AveriasAparatosElectricos,ManipulacionMaquinariaBienesAsegurados,ManoDeObraDefectuosa,MaterialesRecalentados,MontajeAnomalo,Nieve,NinoJugando,OlvidoCierreGrifos,OndasSonicas,Otros,Pedrisco,PicoTensionCiaElectrica,ProvenienteFuegoExteriorPorPropagacion,RCNoImputableAlAsegurado,RCDanosMateriales,RCDanosPersonales,RiesgoConvencional,RiesgoDeLaNaturaleza,RiesgoFuerzaMayor,RiesgosPropiosDeLaConstruccion,RiesgosPropiosDeMontaje,Robo,RocesFriccionesChispasMecanicas,RoturasPorObras,RoturaTuberiaAlimentacion,RoturaTuberiaCalefaccion,RoturaTuberiaDesague,SituacionDeTrabajo,SoldaduraYCorte,SuperficiesCalientes,TormentaElectrica,Viento,AnoConstruccion,Clase_Alta,Clase_MediaAlta,Clase_Media,Clase_MediaSencilla,Clase_Sencilla,Temperatura_max,Temperatura_min,Humitat_max,Humitat_min,Precipitacio_max,Precipitacio_min,IrrSolar_max,IrrSolar_min,Neu_max,Neu_min,Vent_max,Vent_min,ProbabilitatManifestacio,ProbabilitatFesta
2017-01-02,8585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,2,2,27,0,1,14.8,0.9,95.0,57.0,0.0,0.0,,,,,,,0.0,162268.1
2017-01-02,8529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,4,0,15,0,1,13.6,4.0,100.0,51.0,0.0,0.0,501.0,0.0,,,8.3,0.4,0.0,162268.1
2017-01-03,17480,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987,204,191,1111,14,49,16.0,6.4,83.0,44.0,0.0,0.0,639.0,0.0,,,9.2,0.8,0.0,144440.86
2017-01-03,8001,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1948,242,259,3062,166,245,15.6,9.6,75.0,40.0,0.0,0.0,703.0,0.0,,,9.1,1.9,0.0,144440.86
2017-01-03,8028,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1971,653,483,3201,73,227,13.9,5.7,78.0,44.0,0.0,0.0,717.0,0.0,,,11.9,3.3,0.0,144440.86
2017-01-03,8007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,127,40,343,7,5,15.5,7.3,77.0,32.0,0.0,0.0,702.0,0.0,,,10.3,1.7,0.0,144440.86
2017-01-03,8003,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1935,320,177,1407,41,151,16.5,9.2,79.0,40.0,,,,,,,,,0.0,144440.86
2017-01-03,43700,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1992,298,433,1339,17,67,15.1,6.9,98.0,48.0,0.0,0.0,700.0,0.0,,,14.1,0.7,0.0,144440.86
2017-01-03,43006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,145,144,443,5,71,17.8,8.6,100.0,41.0,0.0,0.0,726.0,0.0,,,10.1,0.7,0.0,144440.86
2017-01-03,8593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984,0,1,5,0,0,10.1,2.3,99.0,45.0,0.0,0.0,,,,,,,0.0,144440.86
2017-01-03,17134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985,2,5,13,0,0,15.6,3.6,96.0,57.0,0.0,0.0,707.0,0.0,,,,,0.0,144440.86
2017-01-03,17003,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,226,227,512,14,32,-0.2,-8.2,86.0,13.0,,,766.0,0.0,,,15.4,5.6,0.0,144440.86
2017-01-03,17176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989,16,29,38,1,1,15.7,0.1,99.0,33.0,0.0,0.0,692.0,0.0,,,,,0.0,144440.86
2017-01-03,17177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983,3,11,9,0,0,15.7,0.1,99.0,33.0,0.0,0.0,692.0,0.0,,,,,0.0,144440.86
